Date,Prev Close,Open,High,Low,Close,Change,Deals,Volume,Value
01/08/2013,990.22,990.00,990.00,990.00,990.00,-0.22,83.00,78040.00,77121788.13
02/08/2013,990.00,990.00,990.00,990.00,990.00,,75.00,227482.00,225149411.76
05/08/2013,990.00,990.00,990.00,990.00,990.00,,66.00,61458.00,60839471.41
06/08/2013,990.00,1000.00,1000.00,1000.00,1000.00,10.00,76.00,115098.00,114709910.49
07/08/2013,1000.00,1000.00,1000.00,1000.00,1000.00,,49.00,76284.00,75824036.70
12/08/2013,1000.00,1000.00,1000.00,1000.00,1000.00,,83.00,86241.00,83945133.66
13/08/2013,1000.00,1000.00,1000.00,1000.00,1000.00,,149.00,131874.00,125956245.03
14/08/2013,1000.00,920.00,930.00,920.00,930.00,-70.00,83.00,149646.00,139481018.50
15/08/2013,930.00,930.00,930.00,930.00,930.00,,139.00,136685.00,127042196.84
16/08/2013,930.00,930.00,935.00,930.00,935.00,5.00,62.00,255501.00,239227792.38
19/08/2013,935.00,935.00,935.00,935.00,935.00,,88.00,131614.00,122936898.03
20/08/2013,935.00,935.00,935.00,935.00,935.00,,79.00,80131.00,75002801.05
21/08/2013,935.00,935.00,935.00,935.00,935.00,,79.00,73938.00,69143759.58
22/08/2013,935.00,935.10,935.10,935.00,935.00,,58.00,110283.00,103090889.63
23/08/2013,935.00,935.00,935.00,934.99,935.00,,64.00,347998.00,325341796.95
26/08/2013,935.00,916.00,934.97,916.00,934.97,-0.03,39.00,52765.00,48564464.18
27/08/2013,934.97,934.97,934.97,934.97,934.97,,48.00,35499.00,33184617.57
28/08/2013,934.97,934.97,934.97,934.97,934.97,,66.00,26577.00,24769116.74
29/08/2013,934.97,934.97,934.97,934.97,934.97,,55.00,137318.00,128293059.51
30/08/2013,934.97,935.00,935.00,934.98,935.00,0.03,91.00,198685.00,185729492.81
02/09/2013,935.00,935.00,940.00,935.00,935.00,,106.00,242203.00,226741190.26
03/09/2013,935.00,935.00,935.00,935.00,935.00,,50.00,433421.00,405074293.70
05/09/2013,935.00,934.99,935.00,934.99,935.00,,124.00,248615.00,232374947.79
06/09/2013,935.00,934.10,934.10,934.10,934.10,-0.90,49.00,85684.00,79918195.68
09/09/2013,934.10,935.00,935.00,930.00,930.00,-4.10,80.00,307233.00,286890077.87
10/09/2013,930.00,930.00,930.00,930.00,930.00,,70.00,65110.00,60485529.15
11/09/2013,930.00,935.00,938.99,934.50,938.99,8.99,170.00,886542.00,828679926.35
12/09/2013,938.99,935.00,935.00,935.00,935.00,-3.99,83.00,293817.00,274695557.64
13/09/2013,935.00,938.26,938.26,938.26,938.26,3.26,58.00,139856.00,131376144.57
16/09/2013,938.26,940.00,940.00,940.00,940.00,1.74,77.00,158993.00,149506420.39
17/09/2013,940.00,940.00,940.00,940.00,940.00,,51.00,61391.00,57400961.09
18/09/2013,940.00,940.00,940.00,939.75,940.00,,75.00,173851.00,163313951.17
19/09/2013,940.00,931.85,940.02,931.85,940.02,0.02,86.00,526744.00,493518453.93
20/09/2013,940.02,940.02,940.02,940.02,940.02,,94.00,55816.00,52679539.15
23/09/2013,940.02,940.02,940.02,940.02,940.02,,36.00,13074.00,12414265.79
24/09/2013,940.02,973.38,981.18,973.38,981.18,41.16,165.00,248817.00,243178747.62
25/09/2013,981.18,990.00,1001.00,990.00,1001.00,19.82,159.00,319903.00,318001266.08
26/09/2013,1001.00,990.00,1000.00,990.00,990.03,-10.97,81.00,288259.00,285579275.30
27/09/2013,990.03,990.03,990.03,990.03,990.03,,79.00,99515.00,95671238.24
02/10/2013,980.00,980.00,998.50,990.00,998.50,18.50,,187575.00,185745764.45
03/10/2013,998.50,998.50,998.50,998.50,998.50,,,73627.00,71389629.52
04/10/2013,998.50,998.50,998.50,998.50,998.50,,,47928.00,47428080.05
07/10/2013,998.50,999.99,1002.00,999.99,1002.00,3.50,,201057.00,200921878.45
08/10/2013,1002.00,1000.00,1000.00,1000.00,1000.00,-2.00,,448831.00,448813776.56
09/10/2013,1000.00,1000.00,1000.00,1000.00,1000.00,,,215246.00,215026395.29
10/10/2013,1000.00,1000.00,1000.50,1000.00,1000.01,0.01,,160752.00,160756959.25
11/10/2013,1000.01,1000.01,1000.01,1000.01,1000.01,,,16347.00,16347270.08
14/10/2013,1000.01,1000.00,1000.00,1000.00,1000.00,-0.01,,68715.00,68726656.03
17/10/2013,1000.00,1000.00,1000.00,1000.00,1000.00,,,53981.00,54420461.31
18/10/2013,1000.00,1040.00,1040.00,1040.00,1040.00,40.00,,80057.00,82884623.80
21/10/2013,1040.00,1002.00,1010.00,1002.00,1010.00,-30.00,,124248.00,127460630.78
22/10/2013,1010.00,1010.00,1010.00,1010.00,1010.00,,,41304.00,42408538.11
23/10/2013,1010.00,1035.00,1050.00,1035.00,1050.00,40.00,,286013.00,297165839.55
24/10/2013,1050.00,1050.06,1050.06,1050.06,1050.06,0.06,,124505.00,130390904.16
25/10/2013,1050.06,1015.02,1051.00,1015.02,1051.00,0.94,,229238.00,239476186.43
28/10/2013,1051.00,1051.00,1051.00,1051.00,1051.00,,,29621.00,31227828.51
29/10/2013,1051.00,1051.00,1051.00,1051.00,1051.00,,,80126.00,85991147.48
30/10/2013,1051.00,1051.00,1051.00,1051.00,1051.00,,,66932.00,71922061.09
01/11/2013,1075.01,1075.01,1128.76,1075.00,1128.76,53.75,,101096.00,112055991.88
04/11/2013,1128.76,1185.19,1185.19,1185.19,1185.19,56.43,,312266.00,369939876.20
05/11/2013,1185.19,1210.13,1215.00,1210.00,1210.00,24.81,,304476.00,368491905.91
06/11/2013,1210.00,1210.05,1210.05,1200.00,1210.00,,,230033.00,279232606.66
07/11/2013,1210.00,1210.10,1225.00,1210.10,1225.00,15.00,,503323.00,615716829.44
08/11/2013,1225.00,1220.00,1220.00,1220.00,1220.00,-5.00,,91403.00,111394951.72
11/11/2013,1220.00,1217.00,1217.00,1215.00,1215.00,-5.00,,283988.00,344961903.61
12/11/2013,1215.00,1215.00,1215.00,1200.00,1205.00,-10.00,,370257.00,446688081.66
13/11/2013,1205.00,1160.00,1160.00,1160.00,1160.00,-45.00,,134863.00,157177786.45
15/11/2013,1129.00,1129.00,1129.00,1129.00,1129.00,,,68360.00,75153137.90
18/11/2013,1129.00,1100.00,1178.78,1100.00,1178.78,49.78,,408736.00,468932134.45
19/11/2013,1200.00,1200.00,1203.00,1200.00,1200.00,,,340255.00,408201613.98
20/11/2013,1200.00,1200.00,1200.00,1200.00,1200.00,,,224294.00,269189115.29
21/11/2013,1140.01,1140.01,1140.01,1140.01,1200.00,59.99,,70381.00,83112014.40
22/11/2013,1145.00,1145.00,1200.00,1200.00,1200.00,55.00,,89479.00,107090401.80
25/11/2013,1140.00,1140.00,1197.00,1197.00,1197.00,57.00,,55352.00,65931817.64
26/11/2013,1197.00,1200.00,1250.00,1200.00,1250.00,53.00,,268667.00,326779384.25
27/11/2013,1190.00,1190.00,1249.50,1249.50,1249.50,59.50,,699193.00,873488104.81
28/11/2013,1249.50,1249.50,1249.50,1249.50,1249.50,,,32469.00,39159550.50
29/11/2013,1249.50,1249.50,1249.50,1249.50,1249.50,,,49948.00,59956813.22
02/12/2013,1247.00,1247.00,1247.00,1247.00,1249.50,2.50,,28700.00,34824534.67
03/12/2013,1249.50,1195.01,1200.00,1195.01,1200.00,-49.50,,180516.00,216392976.26
04/12/2013,1152.00,1152.00,1152.00,1152.00,1200.00,48.00,,44226.00,52939210.28
05/12/2013,1200.00,1200.00,1200.00,1200.00,1200.00,,,47250.00,54767284.59
06/12/2013,1190.00,1190.00,1175.00,1175.00,1175.00,-15.00,,775358.00,910862936.97
09/12/2013,1175.00,1175.00,1175.00,1175.00,1175.00,,,45718.00,51197074.06
10/12/2013,1175.00,1128.00,1130.00,1128.00,1129.90,-45.10,,476692.00,538381478.15
11/12/2013,1139.00,1139.00,1130.00,1129.00,1129.90,-9.10,,365594.00,412940367.49
12/12/2013,1150.00,1150.00,1125.01,1124.99,1125.00,-25.00,,1004430.00,1130020741.71
13/12/2013,1129.90,1129.90,1120.00,1119.75,1120.00,-9.90,,145262.00,162651197.80
16/12/2013,1120.00,1125.00,1126.00,1125.00,1126.00,6.00,,223163.00,251167699.47
17/12/2013,1175.24,1175.24,1126.00,1125.00,1126.00,-49.24,,150529.00,169426103.90
18/12/2013,1169.99,1169.99,1127.00,1125.11,1126.00,-43.99,,96889.00,109110564.42
19/12/2013,1169.99,1169.99,1190.00,1130.00,1190.00,20.01,,137396.00,158040638.89
20/12/2013,1190.00,1135.59,1200.00,1135.59,1185.10,-4.90,,265862.00,316146987.39
23/12/2013,1126.00,1126.00,1126.00,1126.00,1185.10,59.10,,41458.00,48073059.75
24/12/2013,1185.10,1185.10,1185.10,1185.10,1185.10,,,38684.00,44270173.22
27/12/2013,1185.10,1170.17,1200.00,1170.17,1200.00,14.90,,139980.00,167179441.60
30/12/2013,1158.04,1158.04,1185.00,1175.00,1175.00,16.96,,174510.00,204972482.14
31/12/2013,1175.00,1200.00,1200.00,1200.00,1200.00,25.00,,64815.00,77434865.34
02/01/2014,1200.00,1185.00,1185.00,1182.00,1182.00,-18.00,,82099.00,97403913.62
03/01/2014,1125.25,1125.25,1125.25,1125.25,1182.00,56.75,,45501.00,53153557.99
06/01/2014,1182.00,1170.00,1170.00,1170.00,1170.00,-12.00,,109580.00,127732671.34
07/01/2014,1150.51,1150.51,1170.21,1170.00,1170.00,19.49,,2193995.00,2566823886.40
08/01/2014,1170.00,1170.00,1170.00,1170.00,1170.00,,,67401.00,78719361.94
09/01/2014,1170.00,1170.05,1170.05,1170.05,1170.05,0.05,,34999.00,41063178.09
10/01/2014,1170.95,1170.95,1175.00,1160.01,1160.01,-10.94,,1645320.00,1912475868.30
13/01/2014,1199.99,1199.99,1156.03,1156.03,1156.03,-43.96,,41576.00,48074668.25
15/01/2014,1156.03,1156.00,1175.00,1150.00,1175.00,18.97,,555699.00,642931328.45
16/01/2014,1180.00,1180.00,1180.00,1180.00,1175.00,-5.00,,43721.00,50772567.80
17/01/2014,1175.00,1165.00,1165.00,1165.00,1165.00,-10.00,,93265.00,108415773.52
20/01/2014,1175.00,1175.00,1155.05,1155.05,1155.05,-19.95,,129445.00,149635014.98
22/01/2014,1185.09,1185.09,1160.10,1160.00,1160.00,-25.09,,291075.00,337688003.84
23/01/2014,1175.00,1175.00,1195.00,1195.00,1195.00,20.00,,95237.00,112153782.24
24/01/2014,1175.00,1175.00,1182.00,1175.00,1180.00,5.00,,304483.00,359311896.58
27/01/2014,1161.00,1161.00,1172.50,1165.21,1166.00,5.00,,116144.00,135687109.73
28/01/2014,1166.00,1166.00,1166.00,1160.00,1165.00,-1.00,,532622.00,618909927.59
29/01/2014,1199.00,1199.00,1150.00,1140.00,1140.00,-59.00,,120844.00,138681873.97
30/01/2014,1165.00,1165.00,1140.00,1120.91,1120.95,-44.05,,241109.00,272518433.00
31/01/2014,1120.95,1125.00,1125.00,1124.99,1125.00,4.05,,355714.00,400003214.32
03/02/2014,1125.00,1125.00,1130.00,1125.00,1130.00,5.00,,159653.00,179874084.53
04/02/2014,1166.00,1166.00,1150.00,1126.00,1150.00,-16.00,,355116.00,401265079.20
05/02/2014,1199.90,1199.90,1157.20,1150.00,1150.00,-49.90,,77262.00,89296597.79
06/02/2014,1199.00,1199.00,1150.00,1140.00,1140.00,-59.00,,219724.00,252347550.47
07/02/2014,1179.90,1179.90,1179.90,1179.90,1140.00,-39.90,,87952.00,100142883.08
10/02/2014,1140.00,1135.00,1135.00,1135.00,1135.00,-5.00,,145341.00,164850988.84
11/02/2014,1135.00,1120.65,1120.65,1120.65,1120.65,-14.35,,76657.00,85659919.23
12/02/2014,1140.00,1140.00,1120.00,1119.40,1120.00,-20.00,,86607.00,96946051.60
13/02/2014,1159.99,1159.99,1102.00,1102.00,1102.00,-57.99,,55586.00,61278196.98
14/02/2014,1156.00,1156.00,1120.00,1100.00,1100.06,-55.94,,462762.00,515836336.92
17/02/2014,1114.00,1114.00,1100.00,1100.00,1100.00,-14.00,,359035.00,394468430.80
18/02/2014,1100.00,1100.00,1100.00,1079.00,1100.00,,,208694.00,228606275.84
19/02/2014,1150.00,1150.00,1100.00,1100.00,1100.00,-50.00,,215098.00,236518428.77
20/02/2014,1149.00,1149.00,1149.00,1149.00,1100.00,-49.00,,46005.00,50280217.40
21/02/2014,1150.00,1150.00,1150.00,1150.00,1100.00,-50.00,,36953.00,40731399.20
24/02/2014,1100.00,1055.00,1100.00,1055.00,1100.00,,,166592.00,181640629.69
25/02/2014,1100.00,1100.00,1100.00,1100.00,1100.00,,,120413.00,130653484.10
26/02/2014,1100.00,1100.00,1150.00,1071.31,1071.31,-28.69,,215365.00,238201700.42
27/02/2014,1124.00,1124.00,1124.00,1124.00,1071.31,-52.69,,62722.00,67060823.24
28/02/2014,1071.31,1073.01,1100.00,1073.01,1100.00,28.69,,200867.00,220413900.00
03/03/2014,1154.00,1154.00,1154.00,1154.00,1100.00,-54.00,,73083.00,80240929.31
04/03/2014,1100.00,1075.00,1075.00,1075.00,1075.00,-25.00,,83234.00,88860871.84
05/03/2014,1074.98,1074.98,1060.00,1060.00,1060.00,-14.98,,143373.00,152036515.34
06/03/2014,1090.00,1090.00,1090.00,1090.00,1060.00,-30.00,,49202.00,51259139.94
07/03/2014,1089.99,1089.99,1035.50,1035.50,1035.50,-54.49,,145461.00,150690465.44
10/03/2014,1079.99,1079.99,1026.35,1026.35,1026.35,-53.64,,81920.00,84890312.64
11/03/2014,1039.99,1039.99,1039.99,1039.99,1026.35,-13.64,,175446.00,180385038.52
12/03/2014,1076.94,1076.94,1076.94,1076.94,1026.35,-50.59,,59712.00,61302105.53
13/03/2014,1077.00,1077.00,1077.00,1077.00,1026.35,-50.65,,15639.00,16011275.05
14/03/2014,1020.00,1020.00,1020.00,1020.00,1026.35,6.35,,78943.00,78791490.25
17/03/2014,999.99,999.99,999.99,999.99,1026.35,26.36,,64068.00,61133555.85
18/03/2014,1026.35,980.05,980.05,975.05,975.08,-51.27,,241812.00,236091186.39
19/03/2014,990.00,990.00,968.05,967.70,968.00,-22.00,,280774.00,271950855.14
20/03/2014,968.00,975.00,975.00,958.80,958.80,-9.20,,339972.00,328860395.52
21/03/2014,958.80,973.00,973.00,973.00,973.00,14.20,,216547.00,211657198.98
25/03/2014,973.00,973.00,973.00,973.00,973.00,,,91584.00,89408758.14
26/03/2014,973.00,1000.00,1000.17,980.00,1000.11,27.11,,6471129.00,6470549169.12
27/03/2014,1000.11,1025.00,1025.00,1025.00,1025.00,24.89,,117878.00,120346041.29
28/03/2014,1025.00,1050.00,1050.00,1050.00,1050.00,25.00,,650328.00,681954001.30
31/03/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,43808.00,45758374.09
01/04/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,68756.00,74486426.67
02/04/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,8733.00,9591925.70
03/04/2014,1102.50,1102.50,1102.50,1102.50,1050.00,-52.50,,68872.00,78510044.73
07/04/2014,1180.56,1180.56,1180.56,1180.56,1124.35,-56.21,,106714.00,123466454.83
08/04/2014,1124.35,1150.00,1160.00,1150.00,1160.00,35.65,,106922.00,123543649.38
09/04/2014,1200.00,1200.00,1182.10,1182.10,1182.10,-17.90,,51951.00,61203084.57
10/04/2014,1182.10,1180.00,1185.00,1179.99,1185.00,2.90,,211173.00,249668905.02
11/04/2014,1185.00,1185.00,1185.00,1185.00,1185.00,,,47387.00,54511670.90
14/04/2014,1185.00,1185.00,1185.00,1185.00,1185.00,,,13694.00,15523876.44
15/04/2014,1185.00,1185.00,1185.00,1185.00,1185.00,,,43617.00,50254121.30
16/04/2014,1185.00,1185.00,1185.00,1185.00,1185.00,,,47249.00,54038010.56
17/04/2014,1185.00,1149.90,1149.90,1149.90,1149.90,-35.10,,43429.00,49571690.29
22/04/2014,1149.90,1111.00,1111.00,1111.00,1111.00,-38.90,,89749.00,100332905.24
23/04/2014,1111.00,1100.00,1100.00,1100.00,1100.00,-11.00,,163347.00,179420400.66
24/04/2014,1100.00,1100.00,1100.00,1100.00,1100.00,,,2260971.00,2487052837.20
25/04/2014,1100.00,1100.00,1100.00,1100.00,1100.00,,,147833.00,162099336.17
28/04/2014,1025.00,1025.00,1025.00,1025.00,1076.00,51.00,,35813.00,36977527.81
29/04/2014,1099.98,1099.98,1080.00,1051.10,1080.00,-19.98,,102314.00,108293523.87
30/04/2014,1080.00,1030.11,1040.00,1030.05,1040.00,-40.00,,130383.00,134522112.97
02/05/2014,1040.00,1040.00,1072.00,1040.00,1072.00,32.00,,164378.00,174061219.97
05/05/2014,1072.00,1050.00,1070.00,1050.00,1070.00,-2.00,,109805.00,116985355.47
06/05/2014,1070.00,1090.00,1090.00,1080.00,1080.00,10.00,,542405.00,590789460.95
07/05/2014,1037.00,1037.00,1037.00,1037.00,1080.00,43.00,,23637.00,25281882.24
08/05/2014,1080.00,1070.00,1075.00,1070.00,1070.49,-9.51,,109541.00,117262726.44
09/05/2014,1070.49,1060.00,1070.00,1060.00,1070.00,-0.49,,75147.00,80215700.59
12/05/2014,1070.00,1060.00,1061.00,1057.30,1057.30,-12.70,,138503.00,146960373.21
13/05/2014,1057.30,1070.04,1070.04,1070.00,1070.00,12.70,,158168.00,169043058.30
14/05/2014,1070.00,1070.00,1070.00,1070.00,1070.00,,,269589.00,288524069.73
15/05/2014,1070.00,1070.00,1075.00,1070.00,1070.25,0.25,,202041.00,216291231.34
16/05/2014,1070.25,1073.01,1075.01,1073.01,1075.01,4.76,,153233.00,164739440.18
19/05/2014,1075.01,1076.00,1076.00,1076.00,1076.00,0.99,,140329.00,151021304.64
20/05/2014,1076.00,1076.00,1076.00,1070.00,1070.00,-6.00,,136531.00,146627755.58
21/05/2014,1070.00,1070.00,1070.00,1070.00,1070.00,,,148048.00,158378046.33
22/05/2014,1070.00,1070.00,1080.00,1070.00,1080.00,10.00,,80915.00,86784273.73
23/05/2014,1080.00,1080.00,1080.00,1080.00,1080.00,,,26821.00,28749353.71
26/05/2014,1080.00,1069.99,1069.99,1069.99,1069.99,-10.01,,56774.00,60456215.27
27/05/2014,1069.99,1065.00,1070.00,1065.00,1070.00,0.01,,75043.00,79858020.70
28/05/2014,1070.00,1070.00,1070.00,1070.00,1070.00,,,57087.00,60308198.35
30/05/2014,1070.00,1069.57,1089.90,1069.57,1073.00,3.00,,346272.00,373099370.12
03/06/2014,1089.99,1083.00,1083.00,1083.00,1083.00,-6.99,,146662.00,158757593.10
04/06/2014,1083.00,1083.00,1083.00,1083.00,1083.00,,,46008.00,49740893.86
05/06/2014,1083.00,1083.00,1083.00,1083.00,1083.00,,,5944.00,6365696.07
06/06/2014,1030.35,1030.35,1030.35,1030.35,1083.00,52.65,,44489.00,48052108.92
09/06/2014,1083.00,1080.01,1080.01,1080.01,1080.01,-2.99,,49144.00,53046694.34
10/06/2014,1080.01,1080.01,1080.01,1080.01,1080.01,,,76113.00,82681250.29
11/06/2014,1080.01,1080.00,1080.00,1070.00,1070.00,-10.01,,221163.00,237167109.80
12/06/2014,1070.00,1070.00,1070.00,1070.00,1070.00,,,385533.00,411668482.60
13/06/2014,1070.00,1070.00,1070.00,1070.00,1070.00,,,33264.00,35127693.50
16/06/2014,1070.00,1064.89,1070.00,1064.89,1070.00,,,76511.00,81657399.99
17/06/2014,1070.00,1060.00,1065.00,1060.00,1060.00,-10.00,,158220.00,167818450.10
18/06/2014,1060.00,1055.00,1070.00,1055.00,1070.00,10.00,,1103518.00,1176278939.10
19/06/2014,1070.00,1051.01,1051.01,1050.00,1050.00,-20.00,,139567.00,147071482.02
20/06/2014,1069.89,1069.89,1050.01,1050.00,1050.00,-19.89,,535014.00,561761734.56
23/06/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,64446.00,67471675.38
24/06/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,75120.00,78658087.61
25/06/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,84206.00,88297344.19
26/06/2014,1065.00,1065.00,1054.00,1050.00,1050.00,-15.00,,187590.00,197555598.78
27/06/2014,1050.00,1053.00,1098.90,1053.00,1098.90,48.90,,323951.00,346811792.08
30/06/2014,1098.90,1065.00,1150.00,1065.00,1150.00,51.10,,354205.00,385301110.41
01/07/2014,1150.00,1150.00,1150.00,1150.00,1150.00,,,219738.00,251494182.02
02/07/2014,1096.00,1096.00,1145.00,1145.00,1145.00,49.00,,48227.00,54415368.32
03/07/2014,1089.00,1089.00,1090.00,1090.00,1090.00,1.00,,38293.00,41636374.75
04/07/2014,1090.00,1090.00,1090.00,1090.00,1090.00,,,21592.00,23600375.22
07/07/2014,1090.00,1100.00,1100.00,1100.00,1100.00,10.00,,146723.00,161407871.05
08/07/2014,1100.00,1105.00,1130.00,1105.00,1111.20,11.20,,111842.00,124396789.39
09/07/2014,1111.20,1111.20,1111.20,1111.20,1111.20,,,49604.00,54877293.73
10/07/2014,1111.20,1111.20,1111.20,1111.20,1111.20,,,43021.00,48092081.53
11/07/2014,1111.20,1110.00,1110.00,1110.00,1110.00,-1.20,,467421.00,519396163.84
14/07/2014,1110.00,1110.01,1110.01,1110.00,1110.00,,,198947.00,220822177.85
15/07/2014,1110.00,1112.00,1112.00,1112.00,1112.00,2.00,,41854.00,46499237.37
16/07/2014,1112.00,1124.90,1124.90,1124.90,1124.90,12.90,,102342.00,114872089.15
17/07/2014,1124.90,1124.90,1124.90,1124.90,1124.90,,,65638.00,73793238.56
18/07/2014,1124.90,1125.00,1125.00,1125.00,1125.00,0.10,,117783.00,132373646.87
21/07/2014,1125.00,1126.02,1126.02,1125.00,1125.00,,,172796.00,193912342.37
22/07/2014,1125.00,1125.00,1125.00,1125.00,1125.00,,,35248.00,39362514.74
23/07/2014,1125.00,1120.00,1120.00,1120.00,1120.00,-5.00,,39528.00,44099361.90
25/07/2014,1120.00,1120.00,1120.00,1120.00,1120.00,,,75170.00,83525543.37
30/07/2014,1120.00,1121.00,1121.00,1121.00,1121.00,1.00,,119585.00,133946331.00
31/07/2014,1121.00,1120.00,1120.00,1115.00,1120.00,-1.00,,1845443.00,2061902847.33
01/08/2014,1120.00,1109.00,1109.00,1106.00,1106.00,-14.00,,450155.00,498443825.38
06/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,110718.00,122731195.18
07/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,42111.00,46748003.67
08/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,390319.00,433051003.74
11/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,17472.00,19180857.40
12/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,52469.00,57859496.34
13/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,17169.00,18615561.29
14/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,37431.00,40561165.11
15/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,39682.00,42258294.69
18/08/2014,1110.00,1110.00,1110.00,1110.00,1110.00,,,93921.00,103104751.05
19/08/2014,1110.00,1099.00,1099.00,1099.00,1099.00,-11.00,,142081.00,155876572.03
20/08/2014,1099.00,1095.00,1095.00,1095.00,1095.00,-4.00,,55341.00,59697442.28
21/08/2014,1095.00,1060.00,1079.99,1060.00,1079.99,-15.01,,1204817.00,1277282185.32
22/08/2014,1079.99,1079.99,1079.99,1079.99,1079.99,,,12776.00,13519192.30
25/08/2014,1079.99,1079.99,1079.99,1079.99,1079.99,,,26378.00,27725027.20
26/08/2014,1079.99,1079.99,1079.99,1079.99,1079.99,,,30440.00,31893368.80
27/08/2014,1079.99,1079.99,1079.99,1079.99,1079.99,,,73217.00,76225726.73
28/08/2014,1079.99,1079.99,1079.99,1079.99,1079.99,,,41585.00,43818248.51
29/08/2014,1079.99,1079.99,1079.99,1079.99,1079.99,,,50179.00,51594552.91
01/09/2014,1089.99,1089.99,1089.99,1089.99,1079.99,-10.00,,12090.00,12629936.75
03/09/2014,1054.90,1047.00,1047.00,1047.00,1047.00,-7.90,,60133.00,62318604.47
04/09/2014,1047.00,1031.00,1031.00,1031.00,1031.00,-16.00,,153490.00,158220911.87
05/09/2014,1031.00,1009.05,1019.00,1009.05,1019.00,-12.00,,204546.00,207230757.73
08/09/2014,1019.00,1019.00,1019.00,1019.00,1019.00,,,52188.00,52230009.72
09/09/2014,1019.00,1010.00,1010.01,1010.00,1010.01,-8.99,,309049.00,311966666.42
10/09/2014,1010.01,1010.01,1010.01,1010.01,1010.01,,,75023.00,75897296.77
11/09/2014,1010.00,1010.00,1010.00,1010.00,1010.00,,,57363.00,57996238.55
12/09/2014,1010.00,1010.00,1010.00,1010.00,1010.00,,,40802.00,41346421.87
15/09/2014,1010.00,1010.00,1010.00,1010.00,1010.00,,,39819.00,40246805.06
16/09/2014,1010.00,1010.00,1010.00,1010.00,1010.00,,,119874.00,121199886.70
17/09/2014,1010.00,1011.00,1011.00,1010.60,1010.60,0.60,,136951.00,138425816.63
18/09/2014,1010.60,1010.60,1010.65,1010.60,1010.65,0.05,,267221.00,270154750.65
19/09/2014,1010.65,1010.00,1050.00,1010.00,1050.00,39.35,,101240.00,104144828.41
22/09/2014,1050.00,1074.00,1100.00,1050.00,1069.90,19.90,,630144.00,665065632.81
23/09/2014,1069.90,1069.90,1069.90,1069.90,1069.90,,,27134.00,28225413.24
24/09/2014,1069.90,1050.00,1050.00,1050.00,1050.00,-19.90,,36979.00,38823756.08
25/09/2014,1050.00,1050.00,1055.00,1050.00,1055.00,5.00,,158191.00,166215746.20
26/09/2014,1055.00,1055.00,1055.00,1055.00,1055.00,,,20905.00,22190093.56
30/09/2014,1100.00,1100.00,1100.00,1061.25,1090.00,-10.00,,499231.00,543594275.80
02/10/2014,1090.00,1080.00,1080.00,1050.03,1050.03,-39.97,,161114.00,171266854.90
03/10/2014,1050.03,1050.00,1050.00,1050.00,1050.00,-0.03,,57241.00,60144354.49
08/10/2014,1050.00,1050.01,1055.00,1050.00,1050.00,,,918286.00,964823761.26
09/10/2014,1050.00,1050.01,1050.01,1050.00,1050.00,,,133879.00,140570963.41
10/10/2014,1050.00,1050.00,1050.00,1050.00,1050.00,,,25512.00,26060740.47
13/10/2014,1050.00,1050.00,1022.00,1020.40,1022.00,-28.00,,75180.00,76928427.57
14/10/2014,1022.00,1000.00,1000.00,1000.00,1000.00,-22.00,,317794.00,318005640.74
15/10/2014,1000.00,1001.00,1001.00,980.00,980.00,-20.00,,229813.00,227814707.71
16/10/2014,980.00,980.00,980.00,980.00,980.00,,,265532.00,260110229.38
29/10/2014,980.00,980.00,980.01,980.00,980.00,,,787313.00,771164633.12
30/10/2014,980.00,937.30,980.00,937.30,980.00,,,281802.00,272168784.35
31/10/2014,980.00,980.00,980.00,980.00,980.00,,,175669.00,168995685.26
03/11/2014,980.00,965.00,980.00,965.00,980.00,,,213103.00,206768675.14
05/11/2014,980.00,931.00,931.00,931.00,931.00,-49.00,,79282.00,73847912.91
06/11/2014,929.99,929.99,883.50,883.50,883.50,-46.49,,336187.00,297244501.79
07/11/2014,883.50,839.33,839.33,839.33,839.33,-44.17,,609614.00,511717954.52
10/11/2014,839.33,839.33,860.02,839.33,860.00,20.67,,550268.00,471340961.47
11/11/2014,903.00,903.00,925.00,900.00,925.00,22.00,,199328.00,182661085.04
12/11/2014,949.89,949.89,910.00,905.26,910.00,-39.89,,187606.00,170357723.12
13/11/2014,949.98,949.98,905.00,902.49,902.49,-47.49,,150015.00,135442038.12
14/11/2014,947.60,947.60,900.22,900.22,900.22,-47.38,,333267.00,300018391.74
17/11/2014,900.22,900.22,900.22,900.22,900.22,,,40550.00,35127973.01
19/11/2014,900.22,900.22,900.22,900.22,900.22,,,44043.00,38132646.54
